,trade_dt_x,wind_code,CITICS_IND_CODE
768,2019-01-31,000409.SZ,b10t010100
774,2019-08-30,000409.SZ,b10t010100
792,2019-08-30,000411.SZ,b10i040100
837,2019-03-29,000418.SZ,b10g010100
852,2019-04-30,000420.SZ,b106020400
869,2019-01-31,000422.SZ,b106010100
870,2019-02-28,000422.SZ,b106010100
872,2019-04-30,000422.SZ,b106010100
874,2019-06-28,000422.SZ,b106010100
875,2019-07-31,000422.SZ,b106010100
969,2019-02-28,000502.SZ,b10n010100
1027,2019-10-31,000509.SZ,b108030200
1071,2019-04-30,000517.SZ,b10n010100
1072,2019-05-31,000517.SZ,b10n010100
1078,2019-01-31,000518.SZ,b10i030100
1100,2019-03-29,000521.SZ,b10g010100
1138,2019-02-28,000526.SZ,b10n010100
1163,2019-07-31,000529.SZ,b10t010200
1213,2019-09-30,000534.SZ,b10n010100
1214,2019-10-31,000534.SZ,b10n010100
1236,2019-02-28,000538.SZ,b10i020200
1240,2019-06-28,000538.SZ,b10i020200
1242,2019-08-30,000538.SZ,b10i020200
1278,2019-04-30,000543.SZ,b104010100
1492,2019-02-28,000568.SZ,b10j010100
1494,2019-04-30,000568.SZ,b10j010100
1497,2019-07-31,000568.SZ,b10j010100
1499,2019-09-30,000568.SZ,b10j010100
1500,2019-10-31,000568.SZ,b10j010100
1517,2019-09-30,000571.SZ,b10t010100
1527,2019-09-30,000572.SZ,b10d010100
1579,2019-02-28,000585.SZ,b10b020100
1585,2019-09-30,000585.SZ,b10b020100
1644,2019-10-31,000593.SZ,b104020300
1654,2019-01-31,000596.SZ,b10j010100
1660,2019-07-31,000596.SZ,b10j010100
1693,2019-01-31,000600.SZ,b104010100
1694,2019-02-28,000600.SZ,b104010100
1695,2019-03-29,000600.SZ,b104010100
1752,2019-01-31,000608.SZ,b10n010200
1759,2019-08-30,000608.SZ,b10n010200
1782,2019-02-28,000611.SZ,b10h040200
1783,2019-03-29,000611.SZ,b10h040200
1784,2019-04-30,000611.SZ,b10h040200
1785,2019-05-31,000611.SZ,b10h040200
1786,2019-06-28,000611.SZ,b10h040200
1789,2019-10-31,000611.SZ,b10h040200
1891,2019-04-30,000627.SZ,b10m020100
1949,2019-03-29,000633.SZ,b103020300
1950,2019-04-30,000633.SZ,b103020300
1958,2019-02-28,000635.SZ,b106030200
1959,2019-03-29,000635.SZ,b106030200
1989,2019-04-30,000638.SZ,b10t010100
2014,2019-01-31,000651.SZ,b10g010100
2015,2019-02-28,000651.SZ,b10g010100
2016,2019-03-29,000651.SZ,b10g010100
2023,2019-10-31,000651.SZ,b10g010100
2040,2019-07-31,000655.SZ,b105020200
2047,2019-04-30,000656.SZ,b10n010100
2050,2019-07-31,000656.SZ,b10n010100
2078,2019-05-31,000661.SZ,b10i030100
2079,2019-06-28,000661.SZ,b10i030100
2080,2019-07-31,000661.SZ,b10i030100
2083,2019-10-31,000661.SZ,b10i030100
2093,2019-01-31,000663.SZ,b10k030100
2098,2019-06-28,000663.SZ,b10k030100
2099,2019-07-31,000663.SZ,b10k030100
2135,2019-03-29,000668.SZ,b10n010100
2136,2019-04-30,000668.SZ,b10n010100
2137,2019-05-31,000668.SZ,b10n010100
2138,2019-06-28,000668.SZ,b10n010100
2140,2019-08-30,000668.SZ,b10n010100
2148,2019-07-31,000669.SZ,b104020300
2150,2019-09-30,000669.SZ,b104020300
2156,2019-07-31,000670.SZ,b10p010100
2157,2019-08-30,000670.SZ,b10p010100
2158,2019-09-30,000670.SZ,b10p010100
2171,2019-02-28,000672.SZ,b108010100
